Company Name,Industry,Email Addresses,Phone,Text,Proposal Status,Contact Error ,Contact Person,Current Customer Feedback,Contact Title,Email Pattern,Reminder Call Status ,Reminder Call Note
Deno Hotels and Apartment New GRA Bauchi,Apartment,https://www.google.com/search?q=denohotels%40gmail.com&sca_esv=ebb5432a0b54a5d4&biw=1536&bih=730&sxsrf=ANbL-n4jFCPtIkzH29ZnvSqo4NrUIuB5Xg%3A1771930869247&ei=9YSdaengDrW3hbIPw6uj8Ak&oq=Deno+Hotels+and+Apartment+New+GRA+Bauchi+email+address&gs_lp=Egxnd3Mtd2l6LXNlcnAiNkRlbm8gSG90ZWxzIGFuZCBBcGFydG1lbnQgTmV3IEdSQSBCYXVjaGkgZW1haWwgYWRkcmVzcyoCCAAyChAhGKABGMMEGAoyChAhGKABGMMEGApI1CRQ2RVY2RVwAXgAkAEAmAGNAqABjQKqAQMyLTG4AQHIAQD4AQL4AQGYAgKgApUCwgILEAAYgAQYsAMYogTCAggQABiwAxjvBZgDAIgGAZAGBJIHBTEuMC4xoAf_BLIHAzItMbgHkALCBwUwLjEuMcgHBIAIAA&sclient=gws-wiz-serp&mstk=AUtExfCWPX9GGjtimRYWKUn-xrd5Ygz9IIUQMe0UDf3j7Nmc02TRvV2LMEAod36aLnF9e7kRb370PbUgvxr3AdOTuF0_x7X2plIEZPTB543aERULWmf7QkJVxhQUL9tmkoDscTUYfsG4_JDx8lFREQft8xQMCWESUjiv1U0stbuevCSisMphTJoEdRVr1kq91WziVB3z&csui=3&ved=2ahUKEwiRhaTj_fGSAxVNWEEAHSI2ExMQgK4QegQIARAC,,,Not sent,,,,,,,
Maryama Guest Palace,Apartment,maryamagpbauchi@gmail.com,,,Not sent,,,,,,,
Chartwell Hotel and Suites,Apartment,info@chartwellhospitality.com,,,Not sent,,,,,,,
Mayfair Hotel Wuse2 Abuja,Apartment,mayfairhotelswuse2@gmail.com,,,Not sent,,,,,,,
"Vamble Apartments and Suites, Jahi, Abuja",Apartment, mailto:reservation@vambleapartments.com   vambleapartment@gmail.com,,,Not sent,,,,,,,
Jamil Guest Palace,Apartment,mailto:reservation@jamilguestpalace.com,,,Not sent,,,,,,,
Avillah Apartments,Apartment,avillahapartments@gmail.com,,,Not sent,,,,,,,
Utobert,Apartment,mailto:consult@utobert.com,,,Not sent,,,,,,,
Vulcan suites,Apartment,manager@vulcansuites.com,,,Not sent,,,,,,,
Chrisvirgy Apartments,Apartment,chrisvirgyapartments@gmail.com,,,Not sent,,,,,,,
The Meridian Apartments Abuja,Apartment,mailto:guestrelations@themeridianapartments.ng,,,Not sent,,,,,,,
Nathivian Apartment,Apartment,, https://www.google.com/search?q=nathivian+apartment+emali&oq=Nathivian+Apartment+em&gs_lcrp=EgZjaHJvbWUqCQgBECEYChigATIGCAAQRRg5MgkIARAhGAoYoAEyCQgCECEYChigATIJCAMQIRgKGKABMgcIBBAhGI8CMgcIBRAhGI8CMgcIBhAhGI8C0gEINTQxN2owajmoAgawAgHxBQxSv-nvRAGl&sourceid=chrome&ie=UTF-8#,,Not sent,,,,,,,
Casalavoro Residence wuse2,Apartment,https://www.google.com/search?q=info%40casalavororesidence.com&oq=Casalavoro+Residence+wuse2+e&gs_lcrp=EgZjaHJvbWUqCQgCECEYChigATIGCAAQRRg5MgkIARAhGAoYoAEyCQgCECEYChigATIJCAMQIRgKGKABMgkIBBAhGAoYoAEyCQgFECEYChigATIHCAYQIRiPAjIHCAcQIRiPAjIHCAgQIRiPAtIBCDQwNzFqMGo5qAIGsAIB8QV3N4oG5vJR2A&sourceid=chrome&ie=UTF-8&mstk=AUtExfA3i40OWVSavbu9xwt7mOQT76OUIMBq3MweKZV7vqpxoS1jNbSbtlgJ6lITsYZW9NCHmimdw2-UHeLzgwLDdQFzEauemNPzNum7b608tVWoFTTAnhOljXQJxiB8gITiEKVS4A0OLZsr32keEwOBZRGGOsJtGoc06OcUD_jKXEHCOASntkv8gbTU0_O2pn5cdGQC&csui=3&ved=2ahUKEwiilbKYtfKSAxUPV0EAHciSB2MQgK4QegQIARAC https://www.google.com/search?q=reservation%40casalavororesidence.com&oq=Casalavoro+Residence+wuse2+e&gs_lcrp=EgZjaHJvbWUqCQgCECEYChigATIGCAAQRRg5MgkIARAhGAoYoAEyCQgCECEYChigATIJCAMQIRgKGKABMgkIBBAhGAoYoAEyCQgFECEYChigATIHCAYQIRiPAjIHCAcQIRiPAjIHCAgQIRiPAtIBCDQwNzFqMGo5qAIGsAIB8QV3N4oG5vJR2A&sourceid=chrome&ie=UTF-8&mstk=AUtExfA3i40OWVSavbu9xwt7mOQT76OUIMBq3MweKZV7vqpxoS1jNbSbtlgJ6lITsYZW9NCHmimdw2-UHeLzgwLDdQFzEauemNPzNum7b608tVWoFTTAnhOljXQJxiB8gITiEKVS4A0OLZsr32keEwOBZRGGOsJtGoc06OcUD_jKXEHCOASntkv8gbTU0_O2pn5cdGQC&csui=3&ved=2ahUKEwiilbKYtfKSAxUPV0EAHciSB2MQgK4QegQIARAD mailto:hr@casalavoro.net   mailto:hr@casalavoro.net or mailto:enquires@casalavorolimited.com ,,,Not sent,,,,,,,
Lia's Court Apartments,Apartment, liascourtng@gmail.com,,,Not sent,,,,,,,
Neiverder Lounge and Apartments,Apartment,, https://www.google.com/search?sca_esv=ebb5432a0b54a5d4&sxsrf=ANbL-n4-5eljNuc_IB54KTWQIREnXflUhQ:1771947199674&q=neiverder+lounge+and+apartments+email+address&source=lnms&fbs=ADc_l-aN0CWEZBOHjofHoaMMDiKpUrv6YeyJhXfuYqj4Fj6c1U4Z6Yq0xAU8tFlmuJvKXCstEt8l8kBbeEvyvhusrsBNmXmLQrEl9xK5eQ98S2oSedPlGAyWRahzTZPdqhCLZMN95SlYlzwFJmMzY19HI1PP_OGpXG_UiZAKQ1lJkL_SlaGuc1CxD9dyNlet2CxYet46XZWKEBozMnC1HTgvdVRRTNePgA&sa=X&ved=2ahUKEwjvyJbbufKSAxWqVkEAHdVJJMMQ0pQJegQIGBAB&biw=1536&bih=730&dpr=1.25#,,Not sent,,,,,,,
mikuch apartment and suite wuse 2 ,Apartment,Mikuchglobal2017@gmail.com,,,Not sent,,,,,,,
Kyeston Apartment Hotel,Apartment, kyestonapartment@gmail.com,,,Not sent,,,,,,,
Presken Hotels,Apartment," mailto:bookings@preskenhotels.com

",,,Not sent,,,,,,,
The York apartments,Apartment,,+234 705 555 5998,,Not sent,,,,,,,
The Boulevard Abuja,Apartment,mailto:Info@boulevardhotelgroup.com mailto:Reservations@boulevardhotelgroup.com recruitment@boulevardhotelgroup.com,,,Not sent,,,,,,,
Danmarna petroleum,Oil and Gas,,,,Not sent,,,,,,,
Omoh Oil And Gas Limited,Oil and Gas,,,,Not sent,,,,,,,
Shell Petroleum Dev Co Of Nigeria,Oil and Gas,,,,Not sent,,,,,,,
Elf Petroleum Nigeria Ltd,Oil and Gas,,,,Not sent,,,,,,,
Fanfaro oil Abuja,Oil and Gas,,,,Not sent,,,,,,,
BAYSCOM ENERGY LTD,Oil and Gas,,,,Not sent,,,,,,,
Nexgas,Oil and Gas,,,,Not sent,,,,,,,
Conoil,Oil and Gas,,,,Not sent,,,,,,,
Onelink International,Oil and Gas,,,,Not sent,,,,,,,
Duke Global Energy Limited,Oil and Gas,,,,Not sent,,,,,,,
A.A BAMZ OIL & GAS RESOURCES LTD,Oil and Gas,,,,Not sent,,,,,,,
Hyson Nigeria Limited,Oil and Gas,,,,Not sent,,,,,,,
Dan Oil and Petrochemicals Ltd,Oil and Gas,,,,Not sent,,,,,,,
Kingscity Oil and Gas Ventures,Oil and Gas,,,,Not sent,,,,,,,
Deroll Synergy Oil & Gas Ltd ,Oil and Gas,,,,Not sent,,,,,,,
QLEUM ENERGY SERVICES LIMITED,Oil and Gas,,,,Not sent,,,,,,,
Nigeria LNG Limited,Oil and Gas,,,,Not sent,,,,,,,
Whitepage International Concept Ltd,Oil and Gas,,,,Not sent,,,,,,,
VINAGAS & POWER LTD,Oil and Gas,,,,Not sent,,,,,,,
Amg Petro Energy Limited,Oil and Gas,,,,Not sent,,,,,,,
Seven Oceans Oil and Gas Limited,Oil and Gas,,,,Not sent,,,,,,,
TotalEnergies House,Oil and Gas,,,,Not sent,,,,,,,
AAZIK GROUP,Oil and Gas,,,,Not sent,,,,,,,
Proserve Energy Services,Oil and Gas,,,,Not sent,,,,,,,
Red Star Oil & Gas Limited,Oil and Gas,,,,Not sent,,,,,,,
QSA Oil & Gas,Oil and Gas,,,,Not sent,,,,,,,
Nigitrade Group,Oil and Gas,,,,Not sent,,,,,,,
IXUS OIL AND GAS,Oil and Gas,,,,Not sent,,,,,,,
Barbedos Oil & Gas Services Ltd,Oil and Gas,,,,Not sent,,,,,,,
Gohanah Nigeria Limited,Oil and Gas,,,,Not sent,,,,,,,
Kinsfield Energy Ltd,Oil and Gas,,,,Not sent,,,,,,,
Leovic Petroleum Resources Ltd,Oil and Gas,,,,Not sent,,,,,,,
Oseberg Oil and Gas Service,Oil and Gas,,,,Not sent,,,,,,,
Jikhelom Oil and Gas Limited,Oil and Gas,,,,Not sent,,,,,,,
JN2T Energy,Oil and Gas,,,,Not sent,,,,,,,
MUSALANI PETROLEUM LIMITED,Oil and Gas,,,,Not sent,,,,,,,
Techno Oil Limited,Oil and Gas,,,,Not sent,,,,,,,
Sun Trust Oil,Oil and Gas,,,,Not sent,,,,,,,
Cozy crib apartment,Apartment,cozycribapartment@gmail.com,,,Not sent,,,,,,,
Truth palazzo,Apartment,truthpalazzo@outlook.com,,,Not sent,,,,,,,
Lumora apartment,Apartment,,7066702366,,Not sent,,,,,,,
stp apartment ,Apartment,stpapartments01@gmail.com,,,Not sent,,,,,,,
haidisl apartments ,Apartment,info@haidislapartments.com,7071888866,,Not sent,,,,,,,
Sejour asokoro ,Apartment,sejourasokoro@gmail.com,9068527825,,Not sent,,,,,,,
peppers grill apartment lifecamp,Apartment,,9060008108,,Not sent,,,,,,,
phoenix imperial abuja ,Apartment,mailto:phoenixapartmentsng@gmail.com ,,,Not sent,,,,,,,
Nopares Apartment,Apartment,noparesapartment@gmail.com,,,Not sent,,,,,,,
Cruxcon BNB,Apartment,cruxcon.ng@gmail.com,,,Not sent,,,,,,,
Reno apartment ,Apartment,renoapartmentsabuja@gmail.com,,,Not sent,,,,,,,
the villa abuja,Apartment,grandvillahouse@gmail.com,,,Not sent,,,,,,,
L25 apartments ,Apartment,l25shortlets001@gmail.com,,,Not sent,,,,,,,
cocoon Abuja,Apartment,info@cocoonabuja.com,9134896045,,Not sent,,,,,,,
sparkles apartment ,Apartment,sparklesapartments@gmail.com,,,Not sent,,,,,,,
Laire apartments ,Apartment,,8066299622,,Not sent,,,,,,,
Buildage limited,Apartment,buildagelimited@gmail.com,,,Not sent,,,,,,,
The class luxury apartment,Apartment,,9033027824,,Not sent,,,,,,,
De calma apartments,Apartment,cpearl404@gmail.com,,,Not sent,,,,,,,
Blessed  apartment ,Apartment,pakpama1@gmail.com,,,Not sent,,,,,,,
brownish apartment ,Apartment,brownishapartment@gmail.com,,,Not sent,,,,,,,
NES Luxury apartment ,Apartment,nesluxuryapartmentsltd@gmail.com,,,Not sent,,,,,,,
savika apartment,Apartment,savikapartments@gmail.com,,,Not sent,,,,,,,
mabu apartment ,Apartment,hello.mabuapartment@gmail.com,,,Not sent,,,,,,,
ocean luxury suites ,Apartment,oceanluxurysuite@gmail.com,,,Not sent,,,,,,,
Stayelysianhotels,Apartment,gm@stayelysian.com,,,Not sent,,,,,,,
Celeste Suites,Apartment,celestesuitesabuja@gmail.com,,,Sent,,,,,,,
Blue haven residence,Apartment,reservations@bluehavenresidence.com,,,Sent,,,,,,,
Mini palace suites,Apartment,minipalacesuites.ng@gmail.com,,,Sent,,,,,,,
Wigo apartment ,Apartment,wigoapartments@gmail.com,,,Sent,,,,,,,
Hoolio apartment ,Apartment,hoolioapartments@gmail.com,7046441151,,Sent,,,,,,,
Nelle residence,Apartment,https://www.google.com/search?q=nelleresidence%40gmail.com&sca_esv=3087728c2f704245&sxsrf=ANbL-n6x8NdC-_wINWONe05iIhOzuvsjOg%3A1774515904191&ei=wPbEac2tC6yFhbIPosC-qAI&biw=1913&bih=1803&oq=Nelle+Residence+email&gs_lp=Egxnd3Mtd2l6LXNlcnAiFU5lbGxlIFJlc2lkZW5jZSBlbWFpbCoCCAAyBRAhGKABSMAbUIgBWK4NcAF4AJABAJgBlQKgAfQLqgEDMi02uAEByAEA-AEBmAIHoAKyDMICCxAAGLADGAgYChgewgIJEAAYsAMYCBgewgIIEAAYFhgKGB7CAgYQABgWGB7CAggQABiABBiiBMICBRAAGO8FwgIHECEYoAEYCpgDAIgGAZAGCpIHBTEuMC42oAeoEbIHAzItNrgHpgzCBwcwLjMuMS4zyAcngAgA&sclient=gws-wiz-serp&mstk=AUtExfB4aY5P9S1QXueiWfeQiJhhBZIuxPpUo-j3_Lu1IN_a0sKAZ3IlvnR2LUXu8LJ7DwrzF4RDE63PCdvZ1CcdAhhmCh1K04eZF3coSIEwwWck40PailqGqTGB2J4WeF64ASGTi6pihyCn13guF6TqIePgHVO11IwmEGO_kZ6XBCKofuvQXd-_afjPfBdMcDtwmeuT&csui=3&ved=2ahUKEwj04pH3mr2TAxUPa0EAHQzNNDYQgK4QegQIARAC,,,Sent,,,,,,,
Kays place apartment,Apartment,Kaysplaceapartment@gmail.com,,,Sent,,,,,,,
Avon apartment,Apartment,avonapartments1@gmail.com,,,Sent,,,,,,,
The libreville hotel ,Apartment,thelibrevillehotel @aol.com,,,Sent,,,,,,,
Luxor apartment hotel,Apartment,info.luxorapartment@gmail.com,,,Sent,,,,,,,
Limewood villa,Apartment,limewoodvilla@outlook.com,,,Sent,,,,,,,
Spiffy apartment,Apartment,spiffycozycorner@gmail.com,7061616437,,Sent,,,,,,,
Jay T apartment ,Apartment,aaronyaro2020@gmail.com,8137118498,,Sent,,,,,,,
Truth palazzo,Apartment,mailto:support@truthpalazzo.com,0704 481 4484,,Sent,,,,,,,
Delight Apartment Asaba,Apartment,delightapartmentasaba@gmail.com,,,Not sent,,,,,,,
Sae apartment,Apartment,saeapartment@gmail.com,8112929361,,Not sent,,,,,,,
Castle estate apartment,Apartment,castleestateapts@gmail.com,8037617624,,Not sent,,,,,,,
The Merit Residence,Apartment,,9168912329,,Not sent,,,,,,,
Isha’s Apartment ,Apartment,,9047053931,,Not sent,,,,,,,
Lodge and Loft by Edala,Apartment,mailto:lodgeandloft@gmail.com dayo@edala.ng,,,Not sent,,,,,,,
Sparkles Apartment ,Apartment,sparklesapartments@gmail.com,,,Not sent,,,,,,,
Nicotel Apartment ,Apartment,gm.nicotelapartments@gmail.com,,,Not sent,,,,,,,
Khomes Ng,Apartment,khommes115@gmail.com,,,Not sent,,,,,,,
Platinum nook apt,Apartment,platinumnookapt22@outlook.com,,,Not sent,,,,,,,
The Cate house ,Apartment,thecatehouse@gmail.com,,,Not sent,,,,,,,
Raiz apartment,Apartment,raizapartments@gmail.com,,,Not sent,,,,,,,
Bott Apartment ,Apartment,bottapartments@gmail.com,,,Not sent,,,,,,,
Nia Inns ,Apartment,alisiobitoniarealty@gmail.com,,,Not sent,,,,,,,
Tag Homes,Apartment,taghomesng@gmail.com,,,Not sent,,,,,,,
Opulence Realty SStays,Apartment,opulencerealty96@gmail.com,,,Not sent,,,,,,,
Vluxe Apartment,Apartment,,9130160111,,Not sent,,,,,,,
Homestead Apartments ,Apartment,info@homesteadapartmentng.com,8100020401,,Not sent,,,,,,,
Sure apartment,Apartment,sureapartments@gmail.com,9035244702,,Not sent,,,,,,,
Arlene apartment ,Apartment,ukonuarlene@gmail.com,,,Not sent,,,,,,,
Homes by Sai,Apartment,sandrachiamaka2222@gmail.com,9046072494,,Not sent,,,,,,,
Halita apartments ,Apartment,halitapartments@gmail.com,8034886507,,Not sent,,,,,,,
Labnurs Apartment Abuja ,Apartment,labnursshortletabuja@gmail.com,9072297775,,Not sent,,,,,,,
Mozabella homes,Apartment,mozabellahomes@gmail.com,7046240736,,Not sent,,,,,,,
Benioni apartment ,Apartment,benioniapartment@gmail.com,8066558811,,Not sent,,,,,,,
Mayi apartment,Apartment,mayiapartments@gmail.com,9063542370,,Not sent,,,,,,,
Naay shortlet,Apartment,naayshortlet@gmail.com,9019414709,,Not sent,,,,,,,
Nivana homes ,Apartment,nivanaomes@gmail.com,9020279968,,Not sent,,,,,,,
Nuve lifestyle ,Apartment,,9051519951,,Not sent,,,,,,,
De Luciee Abuja ,Apartment,christygold43@gmail.com,7048986669,,Not sent,,,,,,,
Fortview luxury ,Apartment,hillsandhomes@gmail.com,9066474146,,Not sent,,,,,,,
Citiscape apartment ,Apartment,customerexperience@citiscapeng.com,,,Not sent,,,,,,,
Arel apartment ,Apartment,,8028055627,,Not sent,,,,,,,
Hamlet Homes   ,Apartment,,7046138413,,Not sent,,,,,,,
The Breeze Apartment,Apartment,,https://www.google.com/search?q=service+apartment+in+lagos&sca_esv=43fa2c2a8874a904&udm=1&biw=1536&bih=730&sxsrf=ANbL-n4n6hVXI9FZwjHIRblJKYG3BbYjJw%3A1774518084270&ei=RP_EadmUEJKphbIP54_1gAE&oq=service+apartment++IN+LAGOS&gs_lp=EhZnd3Mtd2l6LW1vZGVsZXNzLWxvY2FsIhtzZXJ2aWNlIGFwYXJ0bWVudCAgSU4gTEFHT1MqAggAMgsQABiABBiKBRiRAjIGEAAYBxgeMgsQABiABBiKBRiRAjILEAAYgAQYigUYkQIyBhAAGAcYHjIGEAAYBxgeMgYQABgHGB4yBhAAGAcYHjIFEAAYgAQyBRAAGIAESJQcUMwEWMwEcAF4AJABAJgBoAGgAaABqgEDMC4xuAEByAEA-AEBmAICoAKoAcICBRAAGO8FwgIIEAAYgAQYogSYAwCIBgGSBwMxLjGgB64GsgcDMC4xuAelAcIHBTAuMS4xyAcGgAgB&sclient=gws-wiz-modeless-local&lqi=ChpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBsYWdvc0jlpbufoLKAgAhaJBAAEAEYARgDIhpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBsYWdvc5IBEnNlcnZpY2VkX2FwYXJ0bWVudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VReWNXWmZOSGxSUlJBQvoBBAgAECY#169473865,,Not sent,,,,,,,
Ladda Apartment,Apartment,,+234 816 601 1541,,Not sent,,,,,,,
Kodeland apartment,Apartment,,https://www.google.com/search?q=service+apartment+in+lagos&sca_esv=43fa2c2a8874a904&udm=1&ei=GjnFae7rHIyvhbIPj8HxoAo&start=60&sa=N&ved=2ahUKEwju4NCU2r2TAxWMV0EAHY9gHKQ4KBDw0wN6BAgKEA8&biw=1536&bih=730&dpr=1.25&lqi=ChpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBsYWdvc0j-4OPAnLGAgAhaJBAAEAEYARgDIhpzZXJ2aWNlIGFwYXJ0bWVudCBpbiBsYWdvc5IBE3ZhY2F0aW9uX2FwcGFydG1lbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTm9kRWxwTURWM1JSQUL6AQQIABBJ#,,Not sent,,,,,,,
The york  apartment,Apartment,,7055555998,,Not sent,,,,,,,
The residences at fomella,Apartment,,8167443570,,Not sent,,,,,,,
Sparklyn Hotel & Suites,Apartment,booking@sparklynhotels.com,7061745277,,Not sent,,,,,,,
Lake home apartment ,Apartment,,9075460522,,Not sent,,,,,,,
The seraphic homes,Apartment,theseraphichomes@gmail.com,8140964313,,Not sent,,,,,,,
the suite residence ,Apartment,shalomottobiz@gmail.com,,,Not sent,,,,,,,
Bellz apartment ,Apartment,info.bellzsecret@gmail.com,8081915299,,Not sent,,,,,,,
Zodiac staycation,Apartment,,8065795564,,Not sent,,,,,,,
Brown doors apartment,Apartment,,8137503561,,Not sent,,,,,,,
Amanda residence ,Apartment,amandaresidence@yahoo.com,9063160448,,Not sent,,,,,,,
Comfort shortlet  apartment,Apartment,,9072635974,,Not sent,,,,,,,
Premier heights,Apartment,,9027969510,,Not sent,,,,,,,
ALUBARIKA SERVICE APARTMENT,Apartment,mailto:alubarikaserviceapartments@gmail.com,8102684582,,Not sent,,,,,,,
Kodeland Apartment House,Apartment,apartment@page2group.com,8167903692,,Not sent,,,,,,,
Sereno Apartment,Apartment,,8124106878,,Not sent,,,,,,,
Lumora Apartment,Apartment,,7066702366,,Not sent,,,,,,,
68 place by citystake,Apartment,citystakelimited@gmail.com,,,Not sent,,,,,,,
The velour stays,Apartment,velourstays@gmail.com,,,Not sent,,,,,,,
Movora Shortlet,,,,,Not sent,,,,,,,
Canwee apartment,Apartment,,9161505989,,Not sent,,,,,,,
Nook royale apartment,Apartment,,7042191784,,Not sent,,,,,,,
Smile dental abuja,Healthcare,info.sdp@smiledentalgrp.com,7063620709,,Not sent,,,,,,,
Zoom exclusive dental ,Healthcare,zoomexclusivedentalservices@gmail.com,7014141487,,Not sent,,,,,,,
Onyx 360 dental clinic ,Healthcare,onyx360dentalcare@yahoo.com,8187046419,,Not sent,,,,,,,
Smile 360,Healthcare,reception@smile360ng.com,8181360444,,Not sent,,,,,,,
Snow dental care phc,Healthcare,kelvinonwachukwu@gmail.com,8081775448,,Not sent,,,,,,,
Beacon hill clinic ,Healthcare,,8125215208,,Not sent,,,,,,,
Beam dental clinic ,Healthcare,egwoloredje@gmail.com,8078352939,,Not sent,,,,,,,
QH specialist dental,Healthcare,qhspecialistdentalclinics@gmail.com,7052200501,,Not sent,,,,,,,
Crystal palace dental care,Healthcare,crystalpalacedentalcareabuja@gmail.com,7082000533,,Not sent,,,,,,,
Bethel dental clinic,Healthcare,doctoruche73@yahoo.com,8037151942,,Not sent,,,,,,,
Blanche dental clinic ,Healthcare,blanchedentalbusiness@gmail.com,9011999176,,Not sent,,,,,,,
First mobile dental care,Healthcare,firstmobiledentalcare@gmail.com,8037876386,,Not sent,,,,,,,
Luxe dental ,Healthcare,luxedentalpractise@gmail.com,9044374007,,Not sent,,,,,,,
SS dental clinic ,Healthcare,bizdev@ssdentalclinicltd.com,8088878265,,Not sent,,,,,,,
Lead Medical hub,Healthcare,leadmedical0@gmail.com,9065199645,,Not sent,,,,,,,
Brighton dental clinic,Healthcare,info@brightondentalng.com,7044333359,,Not sent,,,,,,,
Ferayan DD Clinic,Healthcare,ferayanpatients@gmail.com,9016444444,,Not sent,,,,,,,
Hilton dental clinics,Healthcare,hiltondental,,,Not sent,,,,,,,
